24/01/2023 17:48:25;-100
24/01/2023 17:48:27;100
24/01/2023 17:48:29;100
24/01/2023 17:48:32;100
24/01/2023 17:48:34;100
24/01/2023 17:48:36;100
24/01/2023 17:48:38;100
24/01/2023 17:48:40;100
24/01/2023 17:48:42;100
24/01/2023 17:48:45;100
24/01/2023 17:48:47;-100
24/01/2023 17:48:49;-100
24/01/2023 17:48:51;-100
24/01/2023 17:48:53;-100
24/01/2023 17:49:59;-100
24/01/2023 17:50:01;100
24/01/2023 17:50:04;100
24/01/2023 17:50:06;100
24/01/2023 17:50:08;100
24/01/2023 17:50:10;100
24/01/2023 17:50:12;100
24/01/2023 17:50:14;100
24/01/2023 17:50:16;100
24/01/2023 17:50:19;100
24/01/2023 17:50:21;100
