24/01/2023 17:48:25;1023
24/01/2023 17:48:27;0
24/01/2023 17:48:29;0
24/01/2023 17:48:32;0
24/01/2023 17:48:34;0
24/01/2023 17:48:36;0
24/01/2023 17:48:38;0
24/01/2023 17:48:40;0
24/01/2023 17:48:42;0
24/01/2023 17:48:45;0
24/01/2023 17:48:47;0
24/01/2023 17:48:49;0
24/01/2023 17:48:51;0
24/01/2023 17:48:53;0
24/01/2023 17:49:59;1023
24/01/2023 17:50:01;0
24/01/2023 17:50:04;0
24/01/2023 17:50:06;0
24/01/2023 17:50:08;0
24/01/2023 17:50:10;0
24/01/2023 17:50:12;0
24/01/2023 17:50:14;0
24/01/2023 17:50:16;0
24/01/2023 17:50:19;0
24/01/2023 17:50:21;0
